sta,lon,lat,elev,g_value,g_error
13064524,115.028,40.61,677.0,337.39855918014905,0.003871554030061482
13064620,114.891,40.776,748.0,304.9984839362302,0.0038360722808786327
13064720,114.833,40.406,1113.0,103.40041856875041,0.003738182313896056
13064920,114.16,40.101,896.0,90.80000351436072,0.003680292782405424
13072001,114.918,39.435,735.0,85.40148493728836,0.003988853168989021
13072003,114.898,39.399,735.0,90.79954419885343,0.0038735744246443968
13072100,115.406,40.691,858.0,231.19793392494222,0.003996713325832591
13072200,115.837,40.914,890.0,250.99726102814554,0.0041238738746460935
13072301,116.072,41.121,988.0,209.59694716262055,0.004256039582591994
13072402,114.899,40.828,825.0,261.79788878656376,0.003908587091999433
13072600,114.725,40.93,1084.0,166.39729325232145,0.003961608801960443
13072701,114.695,41.165,1385.0,87.19868533816395,0.003999912966174898
13072801,114.403,41.082,1451.1,49.398974702499345,0.004025281494603253
13090000,116.326,41.232,1064.0,182.5980481690397,0.004380494179710864
13090101,116.633,41.218,673.0,380.5985122159317,0.004508900769960481
13090400,114.102,41.122,1485.0,18.797888820405035,0.004033374313019527
14023401,114.71,39.34,823.0,65.59990488536093,0.0038874684262238924
14034100,114.397,39.302,734.0,61.997024078767396,0.004115015505831163
14034101,114.397,39.302,734.0,67.40011578845483,0.0040030316617256576
14080123,113.956,40.037,920.0,47.60069566823394,0.003801563502120757
14080220,113.598,40.034,1038.0,22.400730250571584,0.003919059503379134
15024600,113.828,41.017,1288.0,108.79890822340289,0.004029077875531649
98000100,113.835,40.877,1304.74,67.3983804431648,0.004009174394612554
98000201,114.233,40.686,943.7,160.99923016794008,0.0039754494602119005
98000600,115.27,39.671,416.0,288.7987725769668,0.0038431533971695843
98000700,114.759,39.528,1020.94,6.199809235981263,0.0038733499971443713
98001200,115.334,39.925,598.0,216.79984916190134,0.0038194586624099424
98050800,114.087,40.406,982.28,83.59951089295532,0.003927696055045403
98051500,114.087,40.255,1205.18,40.39860705228497,0.0038616778548610465
98052100,115.102,40.106,1160.56,18.801099879922333,0.0038031407168749266
98052200,114.855,40.01,871.12,94.40087403779293,0.0038044967550044362
98052300,114.721,40.092,863.6,132.2003567398295,0.0037468707671828336
98052500,114.783,39.84,1130.41,0.8007719456307427,0.0038336687575428103
98052600,114.626,39.84,918.0,440.0001808670089,0.0037708055945871468
