P1,P2,DC,Err
98052500,98000700,-5.39903729035052,0.005449757457257904
13072402,10107200,5.400342788783917,0.005609010861412609
98000201,98050800,77.39971927498476,0.005588469800537381
13064524,13072100,106.20062525520683,0.005564409044685079
11010124,11010223,-7.198260522617716,0.005375426606087633
13013520,13008721,37.80141907806819,0.005577232913625579
11003320,11003221,-41.4012914041312,0.005486086537558798
13064320,13064021,26.99986459721299,0.00532760098737337
13008320,13008220,-3.600312993769421,0.005449572935641152
13008220,13013632,48.600140279881884,0.005504874595268281
11010922,13008320,25.20009602452899,0.005455479214687541
13062620,13062520,-23.398822103178986,0.005491672452817799
11018920,11018621,-5.398699400701673,0.005532087107352752
13013632,13015015,0.00035926226996707555,0.005570552780587296
13072003,13072001,5.398059261565066,0.00556017341699096
14023401,13072003,-25.199639313492497,0.005487894822985116
11019620,10100100,7.200056907027488,0.005336558588100114
11003221,11003021,39.600495785954934,0.005406735498803539
11003021,13064121,-89.99976800549177,0.005363523865296041
98052600,98052500,439.19940892137816,0.005377359107845556
13008123,13008022,50.40106425048134,0.005496538966946181
11000220,11003902,9.000256658816511,0.005268236504071801
11000220,11019620,9.000926634402617,0.0052278497091206855
11000220,11010124,-5.399742278702661,0.005269904921184401
11000220,11001020,-26.99957399504933,0.005255922711598713
13072801,13090400,30.60108588209431,0.005698333042190596
11004120,11003820,3.600367422942668,0.005362908670075117
13072301,13090000,26.998898993580838,0.006107585626667103
13064620,13072402,43.20059514966641,0.005476541207721346
13060526,13060620,-9.000161950084248,0.005614859891974881
12012721,13008821,28.799505695656308,0.005647924023280546
11019620,11002802,100.80003139318546,0.005291500274212695
11090100,11090101,28.80001559283022,0.00537104061147851
14034101,14034100,5.4030917096874305,0.005740872329011418
11003420,11003320,36.00130070876651,0.005532727883923522
13064121,13064220,107.99906200813757,0.005357971032867703
11020220,11090102,43.20036660133047,0.005445270151838597
13008320,13008420,-1.8002389592020336,0.005454477305184863
11019721,11090100,45.00031772049783,0.005294103223430093
13090000,13090101,-198.00046404689198,0.006286407194243066
11002400,11002322,-17.99794764996875,0.005405361298197889
11002322,11018920,97.19821824911821,0.005484905279126434
11004120,11014121,50.39990129970977,0.005461750426757807
13072600,13072701,79.19860791415749,0.0056297111859086105
15024600,98000100,41.40052778023809,0.005683920113224284
13064920,14080123,43.199307846126786,0.005291166225406464
11010520,13008520,35.99721707359481,0.00544625070447608
13060420,12017626,109.80032038676666,0.005528709299064898
13072003,13060320,-113.4004987509135,0.0054513164076974326
98000100,98000201,-93.60084972477529,0.005646032034722795
11010922,10100200,5.398047728678762,0.005555237698295006
14023401,14034101,-1.8002109030938982,0.005580024484683355
13008721,13008622,-59.40142683507071,0.005542966454333363
11003902,11004120,-16.199115213445566,0.005354575207936997
11003902,11013902,0.0006213594119799382,0.00541540987623171
