P1,P2,DC,Err,res,meter
11000220,11019721,41.40186564023861,0.005221805175121896,0.0003448010999065332,C098
11019721,11090100,45.00031772049783,0.005294103223430093,-0.0012705146155553848,C098
11090100,11090101,28.80001559283022,0.00537104061147851,0.0012796803865491313,C098
11090101,11020220,116.99935517518753,0.005411373864419043,0.00011053947926598084,C098
11020220,11090102,43.20036660133047,0.005445270151838597,0.00032447962764337035,C098
11090102,11020220,-43.20036660133047,0.005445270151838597,0.00128548027392128,C098
11020220,11090101,-116.99935517518753,0.005411373864419043,-0.001477339419025725,C098
11090101,11090100,-28.80001559283022,0.00537104061147851,0.00016240794972333106,C098
11090100,11090101,28.80001559283022,0.00537104061147851,0.00037755484023449526,C098
11090101,11020220,116.99935517518753,0.005411373864419043,-0.0011985460720467245,C098
11020220,11090102,43.20036660133047,0.005445270151838597,0.0010497745597675134,C098
11090102,11020220,-43.20036660133047,0.005445270151838597,0.00034997316444673743,C098
11020220,11090101,-116.99935517518753,0.005411373864419043,0.0006505320752552279,C098
11090101,11090100,-28.80001559283022,0.00537104061147851,0.0017560265325649027,C098
11090100,11019721,-45.00031772049783,0.005294103223430093,-0.0010093153246160114,C098
11019721,11000220,-41.40186564023861,0.005221805175121896,-0.000349318439809565,C098
11000220,11003902,9.000256658816511,0.005268236504071801,5.892212375613326e-05,C098
11003902,11013902,0.0006213594119799382,0.00541540987623171,0.0004136606408512442,C098
11013902,11003902,-0.0006213594119799382,0.00541540987623171,0.00041366063683556144,C098
11003902,11004120,-16.199115213445566,0.005354575207936997,-0.0004609454732538154,C098
11004120,11014121,50.39990129970977,0.005461750426757807,0.000540053911301186,C098
11014121,11004120,-50.39990129970977,0.005461750426757807,0.0005400539012114791,C098
11004120,11003820,3.600367422942668,0.005362908670075117,-0.0007942421596931482,C098
11003820,11019721,45.000356771925,0.005293559196554502,0.00011354560827925297,C098
11019721,11003820,-45.000356771925,0.005293559196554502,0.0004531234387314953,C098
11003820,11004120,-3.600367422942668,0.005362908670075117,-0.00045466433060559197,C098
11004120,11003902,16.199115213445566,0.005354575207936997,-0.00012136763710657306,C098
11003902,11000220,-9.000256658816511,0.005268236504071801,0.00039849998424124067,C098
13064422,13064320,-14.401315026120301,0.005298462147140705,0.0008100041850624962,C098
13064320,13064422,14.401315026120301,0.005298462147140705,0.0008630622459353532,C098
13064422,13064524,-18.000445450368375,0.00538807163472467,-0.0008337321863969294,C098
13064524,13072100,106.20062525520683,0.005564409044685079,0.001872536209049258,C098
13072100,13072200,-19.799327103203325,0.005742826233038607,-0.0015981295293521214,C098
13072200,13072301,41.40031386552499,0.0059262305610378015,-0.000360363384693585,C098
13072301,13090000,26.998898993580838,0.006107585626667103,0.0005215156825109091,C098
13090000,13090101,-198.00046404689198,0.006286407194243066,-0.0006558335480519872,C098
13090101,13090000,198.00046404689198,0.006286407194243066,-0.0006558335473982879,C098
13090000,13072301,-26.998898993580838,0.006107585626667103,0.0005215156889484263,C098
13072301,13072200,-41.40031386552499,0.0059262305610378015,-0.00036036338868683515,C098
13072200,13072100,19.799327103203325,0.005742826233038607,-0.0015981295333169498,C098
