sta,lon,lat,elev,g_value,g_error
53000701,100.47,25.409,1770.0,166.5894483983416,0.0046358595819574275
53000802,100.415,25.466,1910.0,132.85878468080486,0.004520977518130761
53000900,100.375,25.436,2260.0,65.37766077727088,0.004251747876917343
53001801,100.223,25.581,1990.0,121.53808892960363,0.0031221586740015892
53001900,100.256,25.61,1960.0,127.69081736180168,0.003067743123946343
53002100,100.05,25.582,1440.0,220.4161041608316,0.004047613292675275
53002202,100.031,25.582,1380.0,227.16103264876142,0.004749389496430472
53002500,99.727,25.52,1660.0,189.09223333936228,0.005789800709438422
53002550,103.29,26.421,2048.0,150.44105710749105,0.004258530864145373
53002701,99.352,25.452,1450.0,228.78774404338026,0.006530216172834358
53003101,99.165,25.111,1730.0,171.78692912665588,0.007066136213926795
53003402,99.319,24.933,1620.0,200.4907691700884,0.007440117805314977
53003602,99.443,24.898,975.0,309.81185520263296,0.007574813595858898
53003700,99.446,24.808,1030.0,303.27210240566274,0.007678811302487875
53003903,99.611,24.853,752.0,168.75042676380738,0.007750694061639157
53004100,99.779,24.646,1700.0,154.48359075042484,0.007803536903392001
53004301,99.913,24.607,1510.0,167.7113911995856,0.007786625107057623
53004501,100.143,24.443,1100.0,253.14583526852056,0.007738348835321577
53004600,100.307,24.486,1030.0,269.8712689478316,0.007550891062389693
53004700,100.48,24.518,756.0,300.61474499099586,0.007407261895572606
53005301,100.507,25.033,1430.0,216.91698608798066,0.006108257639121133
53005601,100.58,25.207,1640.0,179.66918141675512,0.005693505497182584
53005950,100.217,26.87,2380.0,75.78440197949413,0.006412468309403404
53006300,99.956,25.67,1520.0,208.2750040421178,0.005238452523662346
53007000,100.002,26.097,2080.0,123.65138184092933,0.006071057278741449
53007201,100.089,25.991,1990.0,135.6746150729421,0.005572554641142197
53007300,100.12,25.831,1980.0,117.10641093113031,0.005166925850589582
53007501,100.155,25.696,2110.0,105.44778504764773,0.004657676936669733
53007601,99.996,26.219,2110.0,90.700858169203,0.006456439618701921
53007700,99.979,26.347,2420.0,48.04468331316261,0.006748115666000574
53007900,99.871,26.452,2330.0,72.84405840264621,0.006957091345252746
53008000,99.89,26.461,2240.0,85.15284898601053,0.007091809115923374
53008201,99.895,26.538,756.0,97.29376061451448,0.007156335924447792
53008601,100.083,26.789,2760.0,27.273979257056894,0.006934913012144628
53008702,100.221,26.872,2382.0,77.82833044421116,0.006526885420438098
53008802,100.247,26.673,2228.0,105.8481550474062,0.006445385517718456
53009000,100.185,26.411,2100.0,149.60990960168945,0.006383799763445079
53009101,100.201,26.332,2010.0,169.5444309666534,0.006224125220436256
53009500,100.362,26.873,756.0,44.16368230944448,0.0065924700067839445
53009600,100.415,26.842,2350.0,107.6644595535579,0.006607882318526181
53009900,100.418,26.805,1730.0,228.84641785639735,0.006574175264995392
53010100,100.598,26.802,1560.0,274.1258267353239,0.00649095147405938
53010200,100.711,26.713,1600.0,243.3381329377095,0.0063564552182388484
53010401,100.751,26.687,2150.0,151.3551547653465,0.006166690852122351
53010601,100.679,26.462,1550.0,244.4312616890619,0.005911151994859632
53010701,100.625,26.295,1310.0,271.8941970285963,0.005829942104921925
53010901,100.583,26.027,1490.0,257.8523116510505,0.005668741512391363
53011001,100.585,25.786,1480.0,266.2411552797954,0.005421520709205771
53011102,100.641,25.686,1644.0,215.21338648527433,0.005075291775166957
53011401,100.999,26.49,1420.0,321.7130923135602,0.006186224848197336
53011502,101.071,26.457,756.0,267.1963486452288,0.006390496424605513
53011601,101.214,26.481,1580.0,302.93114177454004,0.006536237510101128
53011702,101.256,26.538,1250.0,375.65858140096964,0.006628105832700306
53011802,101.276,26.574,1186.0,403.3972507249181,0.006667542589943986
53011900,101.425,26.613,1264.0,376.50287438790343,0.006656096538561676
53012201,101.765,26.446,1142.0,412.47265339564944,0.00577225137913211
53012401,101.829,26.199,756.0,262.3110578588644,0.005392552176936148
53012502,101.67,26.058,1556.0,302.2521138346784,0.004915142792742854
53012600,101.544,25.984,756.0,247.71227665946986,0.00510222338266032
53012801,101.488,25.819,1756.0,218.80023298856747,0.005172535347712028
53013000,101.317,25.726,2142.0,177.41548764644415,0.005130616278135132
53013400,100.232,26.896,2430.0,66.7047956065785,0.007467609825601591
53013401,100.232,26.896,2430.0,71.2679309500499,0.006960024517903355
53013500,100.256,25.61,756.0,126.66421505017628,0.001764175357834099
53013601,101.529,25.042,1860.0,168.24805174953912,0.004806499935513029
53013700,101.799,25.079,1826.0,168.94508391321506,0.004797708458172427
53013801,102.061,25.14,1876.0,216.50295943624394,0.004664288992267628
53013900,102.493,24.929,1837.0,144.7112613410318,0.003959536017259465
53014000,102.617,24.994,2308.0,130.0413485097757,0.0032960538544732918
53014101,102.747,25.148,800.0,127.6589605615105,0.0011805285125929689
53014103,102.747,25.148,1966.0,128.28681677168566,0.0023303047257952855
53014502,103.798,25.499,1926.0,168.36636970765414,0.0046199032866760135
53014600,100.493,25.351,1690.0,175.62638181863582,0.005200345359287211
53015401,102.837,25.108,2190.0,85.06209778986452,0.0028339074978962686
53015700,103.024,25.183,1978.0,131.40578614596373,0.0036612890958759446
53016001,103.218,25.302,1877.0,152.68423728676765,0.004185459889536848
53016300,103.266,25.375,1973.0,131.7415741642235,0.004512610388425643
53016400,103.447,25.463,1969.0,157.2765353787502,0.00468590936203088
53016501,103.586,25.434,2029.0,135.3467162120282,0.004720604079175054
53016600,102.199,24.951,1884.0,145.58311235281053,0.00439413189443851
53016801,99.994,26.767,2410.0,76.80858851962539,0.007152093460568142
53016900,99.197,25.318,756.0,147.11111044191807,0.006820845205778031
53018101,101.251,25.352,2141.0,105.227754141249,0.0049736610634937345
53018301,100.782,26.552,1910.0,192.86153422416118,0.005916258675370883
53018501,100.291,25.611,1970.0,128.11999347326133,0.0037951321246276403
53018700,99.697,24.695,756.0,192.2270139196068,0.00779231576304079
53018801,100.497,24.905,1910.0,111.20477971412016,0.006460722562466364
53018900,100.494,24.709,2100.0,71.4413526977319,0.0070162660986487595
53019002,100.462,24.599,950.0,294.27756923467575,0.007230165837855061
53019100,100.536,24.82,1702.0,157.1203059747383,0.006760961553768519
53020001,100.169,26.095,2520.0,57.758787834454196,0.005958934200208122
53080100,103.794,25.494,1878.0,168.14803539577156,0.00484685106475032
53080201,103.874,25.299,1867.0,146.5710518482117,0.004942623632767894
53080300,103.679,25.09,800.0,158.38076705596302,0.0049145696932296635
53080400,103.493,24.876,1903.0,139.05947441113193,0.004760858497122863
53080500,103.287,24.87,1770.0,162.95203870579968,0.00446878653991719
53080600,103.39,24.557,1972.0,115.20537527426406,0.0047974725738878675
53080700,103.432,24.4,1415.0,214.3682498414555,0.004951584388443446
53080800,103.455,24.25,800.0,208.55241783089917,0.004943662333860483
53080900,103.363,23.961,1171.0,247.39100522916732,0.005247055203319647
53081001,103.227,23.523,1221.0,235.91534187661142,0.005370331136553979
53081100,103.227,23.523,800.0,201.85340974045764,0.005324606109259185
53081200,102.791,23.65,800.0,168.93192942877738,0.005103433721152025
53081300,102.787,23.943,1405.0,181.58182783252528,0.005168060007422585
53081400,102.768,24.111,1815.0,106.42045166019027,0.005041438557506449
53081500,102.789,24.216,1899.0,98.78861666312376,0.004709840432953375
53081600,102.91,24.191,1694.0,139.1948473716765,0.005009712770444772
53081700,103.216,24.176,1651.0,158.4550728050203,0.00508381055763727
53081800,102.829,24.468,800.0,116.62000258651717,0.004509481911705407
53081900,102.747,24.703,1938.0,118.44636759259066,0.004089439129281049
53082001,102.809,24.977,1953.0,121.30980441003632,0.003360221327709949
53082100,102.925,24.941,2048.0,101.74054044866791,0.004021982454253131
53082200,103.143,24.896,1624.0,182.93325877198708,0.004364894236158027
53082300,102.496,23.72,1422.0,175.40301435645495,0.005292435937534476
53082400,102.364,23.837,1239.0,208.35252210972604,0.005372884253719735
53082500,102.147,23.918,800.0,209.79947238620616,0.005348832132263934
53082601,102.409,24.186,1574.0,165.27453735510005,0.004981994722066419
53082701,102.556,24.373,1632.0,150.4830226168247,0.004611612768311951
53082800,102.592,24.676,2308.0,112.40585018355928,0.004075983623637396
53082900,102.517,25.237,1757.0,173.1748703675509,0.002832385813522506
53083000,102.505,25.577,1885.0,175.48088616263863,0.003676571649258419
53083100,102.191,25.608,756.0,162.437582773003,0.004228346677084062
53083200,101.882,25.704,1109.0,325.47978173058425,0.004594809108104361
53083300,101.787,25.876,1012.0,373.58013833756195,0.004816844113713532
53083800,103.036,25.353,1966.0,139.69578846427373,0.003322514757970496
53083900,103.241,25.608,2062.0,127.55277732548369,0.003876055499758375
53084001,103.181,26.109,1307.0,258.41357630866776,0.004970893852851218
53084200,103.501,26.799,800.0,264.9038147430074,0.004553084465962716
53084300,103.584,27.166,1929.0,268.6819077731975,0.004704394922810615
53084400,103.687,27.356,1912.0,280.56501826959004,0.004725796447951834
53084500,103.892,27.769,800.0,475.25910550872345,0.004619597164937058
53084700,103.64,28.25,943.0,542.4349819301109,0.005144550881775128
53085100,103.274,25.844,2173.0,107.89594609903507,0.004170945412647318
53085200,103.05,26.563,805.0,398.8404254788943,0.0056600349702510475
53085300,102.937,26.907,956.0,410.0072717618757,0.006281013185215855
53085600,102.179,23.987,1370.0,237.2535978985755,0.0052223665095160205
53085900,100.106,26.823,2523.0,82.63710263340394,0.006715374827472257
53097301,100.184,25.654,2047.0,105.90524371603225,0.00400598969066245
53097302,99.743,25.525,1589.0,204.67645628423048,0.005316911806842942
91010701,99.803,28.937,756.0,9.250558236495422,0.009822872718717384
91010801,99.838,28.662,4155.0,-248.61566992158188,0.009441535894625755
91010900,99.794,28.446,3148.0,-69.26585399128004,0.009043593021152442
91011000,99.776,28.051,3112.0,-56.79556193782249,0.008627319695183704
91014900,100.934,27.138,756.0,43.38541350120312,0.006733717924672924
91014902,100.855,27.283,756.0,137.13349886210221,0.007256950833494408
91015100,103.985,25.855,2077.0,147.53759247683942,0.004995516785796292
91021800,98.846,24.884,994.0,327.67190983042065,0.0077584201982929465
91022200,99.818,27.552,3237.0,-96.7087811538416,0.007730710352941875
91022500,104.092,26.234,1958.0,201.26202866504187,0.0050005530104055215
91022501,103.867,26.471,2039.0,176.27939130302505,0.004887706854148025
91024001,103.802,25.633,1930.0,159.82936378493943,0.004871886709349753
91024200,98.287,24.256,832.0,365.2254126633794,0.008652551086271018
91024300,103.622,26.556,2096.0,181.64292879273432,0.004647277609642029
92000300,104.144,28.25,416.0,680.9274345766937,0.004375406959050058
