P1,P2,DC,Err
53013000,53012801,-41.384745342123324,0.007285488680712887
53018700,53004100,37.743423169181966,0.011027936033253674
53001801,53097301,15.632845213571386,0.0050789593606699775
53080400,53080500,-23.89256429466775,0.006529611532776817
53003602,53003700,6.53975279697022,0.010786192286030522
53084500,92000300,-205.66832906797026,0.006362771724932318
53014101,53014103,-0.6278562101751675,0.002612272513370075
53014101,53015401,42.596862771645974,0.003069964051202824
53014103,53082001,6.977012361649344,0.004089181762438624
53007700,53007900,-24.799375089483604,0.00969217132679324
91011000,91010900,12.470292053457548,0.012498688725428031
53011900,53011802,-26.89437633701465,0.009421239054358491
53002500,10503001,0.06467700397814724,0.008475493686579752
53016900,53003101,-24.675818684737806,0.009821110442050474
53085100,53084001,-150.51763020963267,0.006488957646001223
53084001,53085200,-140.42684917022655,0.0075329795938113885
53007300,53007201,-18.568204141811776,0.007599374183049965
53009101,53009000,19.934521364963956,0.008915864185788842
53015401,53015700,-46.34368835609921,0.0046299103177289275
53019100,10105200,-74.65688705295781,0.009937793527484659
53002202,53002100,6.744928487929826,0.0062401822053402955
53083000,53083100,13.04330338963564,0.00560322181550388
53012801,53012600,-28.912043670902392,0.0072655216860109985
53005950,53013401,4.516471029444233,0.009463703878974595
53008000,53008201,-12.140911628503957,0.010075063295098245
53085600,53082500,27.45412551236933,0.0074755011296135645
53014000,53013900,-14.669912831256084,0.005151882809571972
53013900,53016600,-0.8718510117787446,0.005914923547916466
53097301,53007501,0.4574586683845183,0.006143444298443583
91010801,91010701,-257.8662281580773,0.01362466250949464
53082001,53082100,19.569263961368407,0.005240937915441935
53015700,53016001,-21.278451140803924,0.005560855359609877
53000600,53014600,-43.31427633517745,0.006947808858248764
53000600,53011102,-82.90128100181596,0.006854709525426831
53007000,53007201,-12.023233232012757,0.008240819237810946
53007000,53007601,32.95052367172633,0.008862468563086886
53081800,53081500,17.831385923393412,0.006520584637582791
53081500,53081600,-40.40623070855274,0.006876032209511519
53004700,53019002,6.337175756320107,0.010350981926005294
53009000,53008802,43.76175455428326,0.009071708432912527
91022501,91022500,-24.982637362016817,0.006992510901097066
53081100,53081001,-34.061932136153786,0.007562531767536675
53010701,53010601,27.462935339534397,0.00830240584728755
53010601,53018301,51.56972746490072,0.008363243068345811
53018501,53001900,0.42917611145965395,0.00487996677426197
10128310,10128301,0.6772244888665284,0.012530335354523069
10128310,10128300,-30.603197393689044,0.012529947772764281
53012502,53012401,39.94105597581404,0.007296454457750751
53082200,53080500,19.981220066187404,0.0062467875609940994
53080500,53080600,47.74666343153562,0.006556355408041218
10237000,10128310,3.795028355866833,0.011931697883098166
51087800,51091600,21.723668347545242,0.009038062570183962
91022500,91015100,53.724436188202446,0.007068289635198054
53016001,53016300,20.94266312254416,0.0061548133200486944
53013801,53013700,47.55787552302888,0.006691307663903088
53000900,53018501,-62.742332695990456,0.005699156766772768
53011401,53011502,54.5167436683314,0.008894257834431717
53020001,53009101,-111.78564313219921,0.008616764564619407
53002701,53016900,81.67663360146219,0.00944286252071545
51039700,51087800,-16.333233019372358,0.008753644072424708
53006300,53002202,-18.886028606643606,0.0070709324301303075
53002202,53097302,22.484576364530938,0.007129253239333694
53083100,53083200,-163.04219895758126,0.006244292302697449
53010401,91014900,107.96974126414338,0.009130773962524256
53014502,53080100,0.218334311882586,0.006695929481566479
91022200,10125801,-3.628158633345876,0.0112632778346312
53082601,53085600,-71.97906054347544,0.007217574618278096
53012401,53012201,-150.16159553678506,0.007899272432627662
10125801,91011000,-36.28506058267323,0.011896562114405842
53009900,53010100,-45.279408878926574,0.009238627141165016
10125801,10125802,-2.7330623165893684,0.011896035831288957
10125803,10125804,2.3211398055923382,0.013069161981440003
53014000,53082800,17.63549832621642,0.00524190933837552
53082100,53082200,-81.19271832331917,0.005935372318158787
51091600,51038200,-3.6621446989182687,0.00924091451883044
53000701,53000802,33.73066371753674,0.006475371169521503
