sta,lon,lat,elev,g_value,g_error
13090000,116.326,41.232,1064.0,182.59626320737001,0.013946556083915542
13090101,116.633,41.218,673.0,380.6023833656061,0.014943122876453442
13090400,114.102,41.122,1485.0,18.80117217726952,0.009072607834909855
14023401,114.71,39.34,823.0,65.60174753258647,0.010101546756061269
14034100,114.397,39.302,734.0,62.0006503731459,0.012540489522364119
14034101,114.397,39.302,734.0,67.40279033211303,0.011393542050655393
14080123,113.956,40.037,920.0,47.59543181377822,0.01069431869613027
14080220,113.598,40.034,1038.0,22.40429242300148,0.011906739572357163
15024600,113.828,41.017,1288.0,108.79631620288396,0.009729712181912764
98000100,113.835,40.877,1304.74,67.4030533942263,0.010153120492309013
98000201,114.233,40.686,943.7,160.9980885149502,0.010378697413185022
98000600,115.27,39.671,416.0,288.80256052035867,0.009372967643687006
98000700,114.759,39.528,1020.94,6.18745142317357,0.0100535989969333
98001200,115.334,39.925,598.0,216.7949396624272,0.009097407218783094
98050800,114.087,40.406,982.28,83.60034335530928,0.01041538717664432
98051500,114.087,40.255,1205.18,40.40119662665847,0.010255354457877756
98052100,115.102,40.106,1160.56,18.797063862935516,0.009066964919416215
98052200,114.855,40.01,871.12,94.39832281213091,0.009256577689587328
98052300,114.721,40.092,863.6,132.2001197187975,0.008933137006275625
98052500,114.783,39.84,1130.41,0.7844705461853891,0.009694123381180456
98052600,114.626,39.84,918.0,439.9954906421817,0.008995824882256294
