P1,P2,DC,Err,res,meter
11000220,11019721,41.40286732981326,0.007246910346686955,0.0009126245972908009,C098
11019721,11090100,44.99111642021796,0.009116012148663592,-0.005968727766678228,C098
11090100,11090101,28.8039023790962,0.010701608365881144,-0.008673655625987209,C098
11090101,11020220,116.99763474016635,0.01148548096313845,0.00094092950004665,C098
11020220,11090102,43.204573971777506,0.012131347223837869,0.0016885198197655882,C098
11090102,11020220,-43.204573971777506,0.012131347223837869,0.003350773966133147,C098
11020220,11090101,-116.99763474016635,0.01148548096313845,-0.005525848260603539,C098
11090101,11090100,-28.8039023790962,0.010701608365881144,-0.0009100751219968117,C098
11090100,11090101,28.8039023790962,0.010701608365881144,0.0035846385955373705,C098
11090101,11020220,116.99763474016635,0.01148548096313845,-0.009271965693756101,C098
11020220,11090102,43.204573971777506,0.012131347223837869,0.0014459541050229063,C098
11090102,11020220,-43.204573971777506,0.012131347223837869,0.0014219262980432745,C098
11020220,11090101,-116.99763474016635,0.01148548096313845,-0.0011669615945919531,C098
11090101,11090100,-28.8039023790962,0.010701608365881144,-0.0025407155672034776,C098
11090100,11019721,-44.99111642021796,0.009116012148663592,-0.004330501425243938,C098
11019721,11000220,-41.40286732981326,0.007246910346686955,0.02453160865022852,C098
11000220,11003902,8.991471843456225,0.008057756538204593,0.003281888192033122,C098
11003902,11013902,-0.0033786600032499337,0.010640526033019328,-0.0017517161150154802,C098
11013902,11003902,0.0033786600032499337,0.010640526033019328,-0.0017517161148550365,C098
11003902,11004120,-16.19793961465973,0.009705636862874843,0.0005242021742546399,C098
11004120,11014121,50.40025972625449,0.011401067419934735,0.002157627169879106,C098
11014121,11004120,-50.40025972625449,0.011401067419934735,0.0021576271694669913,C098
11004120,11003820,3.6025453885996512,0.009921652419130605,-0.0010752858996534442,C098
11003820,11019721,45.00678971241712,0.008811859528261455,-0.0025706196943175996,C098
11019721,11003820,-45.00678971241712,0.008811859528261455,-0.0024751815522705556,C098
11003820,11004120,-3.6025453885996512,0.009921652419130605,-0.0009798477578817355,C098
11004120,11003902,16.19793961465973,0.009705636862874843,0.0006196403176552678,C098
11003902,11000220,-8.991471843456225,0.008057756538204593,0.003377326334048192,C098
13064422,13064320,-14.392058256817165,0.010611205842390418,-0.007197560171624318,C098
13064320,13064422,14.392058256817165,0.010611205842390418,-0.005942421514561147,C098
13064422,13064524,-18.00243725895257,0.01164712496887256,0.00775326332923143,C098
13064524,13072100,106.21031728124402,0.01381563822045725,-0.006281588093216328,C098
13072100,13072200,-19.804202421353637,0.01570455945550304,0.0008931317565057384,C098
13072200,13072301,41.3994232343791,0.017417628782678028,-0.005456885708809978,C098
