P1,P2,DC,Err,res,meter
11000220,11019721,41.40150594060037,0.006898804938581761,-0.004917925073861795,C097
11019721,11090100,44.99608646579895,0.00833011991374962,-0.009884103341171624,C097
11090100,11090101,28.800889541347203,0.009580796437706868,0.011959117191455704,C097
11090101,11020220,116.99621092770298,0.01020070827402734,-0.006813995444701959,C097
11020220,11090102,43.20506377299398,0.010709942069842505,0.005805250120815231,C097
11090102,11020220,-43.20506377299398,0.010709942069842505,-0.00487914934840461,C097
11020220,11090101,-116.99621092770298,0.01020070827402734,-0.0028421369228652793,C097
11090101,11090100,-28.800889541347203,0.009580796437706868,0.0036545363156932353,C097
11090100,11090101,28.800889541347203,0.009580796437706868,-0.009159591353466112,C097
11090101,11020220,116.99621092770298,0.01020070827402734,0.0021532080335902037,C097
11020220,11090102,43.20506377299398,0.010709942069842505,-0.004238988973717994,C097
11090102,11020220,-43.20506377299398,0.010709942069842505,0.017669496431309994,C097
11020220,11090101,-116.99621092770298,0.01020070827402734,-0.001060181273373928,C097
11090101,11090100,-28.800889541347203,0.009580796437706868,-0.024731066269652047,C097
11090100,11019721,-44.99608646579895,0.00833011991374962,0.017995055242820968,C097
11019721,11000220,-41.40150594060037,0.006898804938581761,-0.0019458336704545331,C097
11000220,11003902,8.989762672917777,0.007552562222583836,0.012537469974899906,C097
11003902,11013902,1.8958506984745327e-05,0.009634817727903157,-0.013548659908591075,C097
11013902,11003902,-1.8958506984745327e-05,0.009634817727903157,0.0026561290800007614,C097
11003902,11004120,-16.19412047139474,0.008867062132009669,-0.0022362358325942466,C097
11004120,11014121,50.39739588475095,0.010252805860016029,0.00216233888290418,C097
11014121,11004120,-50.39739588475095,0.010252805860016029,-0.008806229143061728,C097
11004120,11003820,3.599181399808913,0.009034275981693445,0.009073769241137342,C097
11003820,11019721,45.00668233926842,0.008125639154000127,0.0037909762342067665,C097
11019721,11003820,-45.00668233926842,0.008125639154000127,0.0013237742807703512,C097
11003820,11004120,-3.599181399808913,0.009034275981693445,-0.011134763460006525,C097
11004120,11003902,16.19412047139474,0.008867062132009669,0.010764176976525874,C097
11003902,11000220,-8.989762672917777,0.007552562222583836,0.0005091445947513762,C097
13064422,13064320,-14.395138697699338,0.009532536416609165,0.002715851251162249,C097
13064320,13064422,14.395138697699338,0.009532536416609165,-0.009136858926126479,C097
13064422,13064524,-17.99950012135963,0.010509736273480444,-0.005911207503437765,C097
13064524,13072100,106.20764396790099,0.012308149745377629,-0.00485179523424506,C097
13072100,13072200,-19.806757267194627,0.013886246065934674,0.010159361428254243,C097
13072200,13072301,41.40323134348145,0.015325954910884645,-0.010454689247104909,C097
13072301,13090000,27.00117884734135,0.01664898278175961,0.005767670225328203,C097
13090000,13090101,-198.00450921456343,0.01787693229691106,-0.0023008127326704653,C097
13090101,13090000,198.00450921456343,0.01787693229691106,-0.005377582530229574,C097
13090000,13072301,-27.00117884734135,0.01664898278175961,-0.005415610877729904,C097
13072301,13072200,-41.40323134348145,0.015325954910884645,0.009765260283586485,C097
13072200,13072100,19.806757267194627,0.013886246065934674,-0.003239946808434979,C097
13072100,13064524,-106.20764396790099,0.012308149745377629,-0.01190783709800769,C097
13064524,13064422,17.99950012135963,0.010509736273480444,0.006861419811247771,C097
13064422,13064620,14.400588940698526,0.010213403218746253,0.007514632613590422,C097
13064620,13072402,43.20690032447061,0.011421042322113115,-0.012618519656442118,C097
13072402,10107200,5.383914498848355,0.012746648033096268,-0.0011089006800197865,C097
10107200,13072402,-5.383914498848355,0.012746648033096268,-0.000693602984866537,C097
13072402,13072600,95.39617317472727,0.012292126451976644,-0.004725180198690282,C097
13072600,13072701,79.19231404029358,0.012894494497272885,0.013166203623612205,C097
13072701,13072801,37.80279343445807,0.013272048351149604,-0.003673415456184159,C097
13072801,13090400,30.597979947457844,0.013437179253551734,0.006908781067721748,C097
13090400,15024600,-89.99500960427258,0.013397043783491032,-0.0024446689428145874,C097
15024600,98000100,41.39725581672346,0.01315530809809774,-0.004519357173904837,C097
98000100,98000201,-93.596926733657,0.012697055426925154,0.0018166003523987229,C097
98000201,98050800,77.39957847571733,0.011999929842537484,-0.017978732170263356,C097
98050800,98051500,43.19969121093193,0.011015424615065586,-0.0050207991331561175,C097
98051500,10114700,-55.807936943393685,0.00965532708152634,0.011557878164822455,C097
10114700,13064920,5.410076723160955,0.007727399504836864,-0.002445453885600024,C097
13064920,10114700,-5.410076723160955,0.007727399504836864,-0.013778812832866194,C097
10114700,98051500,55.807936943393685,0.00965532708152634,0.003171467446584586,C097
98051500,98050800,-43.19969121093193,0.011015424615065586,0.0009265679159611295,C097
98050800,98000201,-77.39957847571733,0.011999929842537484,-0.0040295329122841395,C097
98000201,98000100,93.596926733657,0.012697055426925154,-0.011050122518355465,C097
98000100,15024600,-41.39725581672346,0.01315530809809774,0.01781802613642469,C097
15024600,13090400,89.99500960427258,0.013397043783491032,-0.005572380364753826,C097
13090400,13072801,-30.597979947457844,0.013437179253551734,-0.0008766164260549658,C097
13072801,13072701,-37.80279343445807,0.013272048351149604,0.01732280747937409,C097
13072701,13072600,-79.19231404029358,0.012894494497272885,-0.016371221311658246,C097
13072600,13072402,-95.39617317472727,0.012292126451976644,0.005618625135753064,C097
13072402,13064620,-43.20690032447061,0.011421042322113115,-0.0071360685037547,C097
13064620,13064422,-14.400588940698526,0.010213403218746253,0.005348643049549295,C097
13064422,13064720,215.99812019846445,0.009317021901503757,0.009165117598200823,C097
13064720,13051600,-336.59632216049334,0.008582244867763442,-0.0025439317097948333,C097
13051600,98052300,307.79793898543767,0.008677418383768964,-0.01583754162572859,C097
98052300,98052600,-307.7961975015629,0.0096427349751256,0.018724426827930074,C097
98052600,98052300,307.7961975015629,0.0096427349751256,-0.00518581801242135,C097
98052300,13051600,-307.79793898543767,0.008677418383768964,-0.008745316209854082,C097
13051600,13064920,349.2016807693452,0.007252708854799089,0.007524819555328577,C097
13064920,14080123,43.20202058096281,0.007870939386624165,0.0006974392337539825,C097
14080123,14080220,25.19593406425855,0.010131667824987419,-0.014795701999776867,C097
14080220,14080123,-25.19593406425855,0.010131667824987419,0.009416960302395694,C097
14080123,13064920,-43.20202058096281,0.007870939386624165,0.014472750333361262,C097
13064920,13051600,-349.2016807693452,0.007252708854799089,0.013061831081131459,C097
13051600,13064720,336.59632216049334,0.008582244867763442,-0.003622870294805125,C097
13064720,13064422,-215.99812019846445,0.009317021901503757,-0.015943973682283286,C097
98052600,98052500,439.20363019051024,0.010509879538780893,0.0021013693967688596,C097
98052500,98000700,-5.401896227978057,0.011352434029370922,0.007966920889524332,C097
98000700,14023401,-59.409008174832195,0.011751376957346106,-0.008545581026993432,C097
14023401,14034101,-1.7984974097412305,0.012688096806535648,-0.01266772463625454,C097
14034101,14034100,5.402050605448949,0.014211534817475583,0.003592614817238271,C097
14034100,14034101,-5.402050605448949,0.014211534817475583,0.003416014173052595,C097
14034101,14023401,1.7984974097412305,0.012688096806535648,-0.0012627763292307748,C097
14023401,13072003,-25.19473934524811,0.011748554069829324,0.009110060928165353,C097
13072003,13072001,5.401237712881539,0.012491438657715783,-0.006146295034104021,C097
13072001,13072003,-5.401237712881539,0.012491438657715783,0.007088555567509758,C097
13072003,13060320,-113.39868999595322,0.011346736295944359,-0.008160693173522304,C097
13060320,13072003,113.39868999595322,0.011346736295944359,0.004117380488025901,C097
13072003,14023401,25.19473934524811,0.011748554069829324,-0.005340515013230629,C097
14023401,98000700,59.409008174832195,0.011751376957346106,0.012358616244938503,C097
98000700,98052500,5.401896227978057,0.011352434029370922,0.012103710404077539,C097
98052500,98052600,-439.20363019051024,0.010509879538780893,-0.010344920075965547,C097
98052600,98052200,345.59865151097574,0.010267078503594313,-0.01200552676539246,C097
98052200,98052100,75.59608624576552,0.010581183843785648,0.007677655297413821,C097
98052100,13062822,-62.99748511331214,0.010285716501100247,-0.0008936878272507442,C097
13062822,98001200,-134.99479286312553,0.010422001439678344,-0.004001571043943386,C097
98001200,98000600,-72.00347923235233,0.011020512910765943,-0.0243851448436061,C097
98000600,13060320,84.60031589854736,0.011113260287864139,0.02731507090001628,C097
13060320,13060220,-133.2074242783819,0.01125439152055108,-0.006716934427231536,C097
13060220,13008022,-118.79483580181267,0.01152110847477031,0.007500870976357987,C097
13008022,13060220,118.79483580181267,0.01152110847477031,0.0009021324049598434,C097
13060220,13060320,133.2074242783819,0.01125439152055108,0.004598129317201938,C097
13060320,98000600,-84.60031589854736,0.011113260287864139,0.0034073091761683827,C097
98000600,98001200,72.00347923235233,0.011020512910765943,-0.010316279312533538,C097
98001200,13062822,134.99479286312553,0.010422001439678344,-0.00022557781647947195,C097
13062822,98052100,62.99748511331214,0.010285716501100247,0.006952535878838262,C097
98052100,98052200,-75.59608624576552,0.010581183843785648,-0.015624333638427856,C097
98052200,98052600,-345.59865151097574,0.010267078503594313,0.010839544544751334,C097
11000220,11019620,8.99851954634346,0.007076471337812126,0.01071588470841256,C097
11019620,11002521,-28.802473907121566,0.008417692797442982,0.004446962597864257,C097
11002521,11019120,9.000760696831321,0.009352063444523911,0.012383779040208154,C097
11019120,11002400,10.800802238971755,0.009367919614805745,-0.015074148762440842,C097
11002400,11002322,-18.004092083978776,0.009839709882790627,-0.010793090221948631,C097
11002322,11018920,97.20354160207518,0.01090838502263925,0.004001441696743768,C097
11018920,11018621,-5.397848001633406,0.01154199693405881,-0.013981543136914354,C097
11018621,11003420,117.00241137759679,0.011810779797925428,0.010144232498646488,C097
11003420,11003320,36.002748649257626,0.011740860006649288,0.0025653179997959796,C097
11003320,11003221,-41.40486422173797,0.011324329416050433,0.0025330599233868156,C097
11003221,11003021,39.60088613548703,0.010519717104362827,0.014057335386617353,C097
11003021,11003221,-39.60088613548703,0.010519717104362827,0.004059389741534858,C097
11003221,11003320,41.40486422173797,0.011324329416050433,0.003561501171269299,C097
11003320,11003420,-36.002748649257626,0.011740860006649288,-0.007063144356898476,C097
11003420,11018621,-117.00241137759679,0.011810779797925428,-0.003995370314996194,C097
11018621,11018920,5.397848001633406,0.01154199693405881,0.022792202855043797,C097
11018920,11002322,-97.20354160207518,0.01090838502263925,-0.026530672950059397,C097
11002322,11002400,18.004092083978776,0.009839709882790627,0.0042656160676983745,C097
11002400,11019120,-10.800802238971755,0.009367919614805745,-0.011156241041215154,C097
11019120,11002521,-9.000760696831321,0.009352063444523911,0.017600195570013355,C097
11002521,11019620,28.802473907121566,0.008417692797442982,-0.012692088149304226,C097
11019620,11000220,-8.99851954634346,0.007076471337812126,0.011552657212444473,C097
11000220,11019721,41.40150594060037,0.006898804938581761,0.007606376812098858,C097
11019721,11019620,-32.402986394256914,0.00748785085785052,-0.01512702192727744,C097
11019620,10100100,7.205781736073959,0.008882685544223305,0.010449494847303065,C097
10100100,11019620,-7.205781736073959,0.008882685544223305,-0.005024108771701563,C097
11019620,11002802,100.80351709571363,0.008445966736276529,0.01866881014868227,C097
11002802,10119201,135.00333971248136,0.00953900739998337,-0.023836050230954697,C097
10119201,11003021,-19.804984322447012,0.009943680494342829,0.009898845187652938,C097
11003021,13064121,-90.00025337366907,0.010162581636501153,0.007620765904462701,C097
13064121,13064220,107.99892553935541,0.01026043501317329,-0.010965220597398684,C097
13064220,13064320,-1.797729357421133,0.009892321700074525,0.0014094802884296875,C097
13064320,13064021,27.00049305207682,0.009943589285074429,0.010219093844202831,C097
13064021,13062920,124.19585067725359,0.010350498580354472,-0.0012352748123163337,C097
13062920,13062822,100.799587133644,0.010194914076849818,0.0031156306495603303,C097
13062822,13062721,-154.79825869301138,0.010484619790885344,0.0014196089644542553,C097
13062721,13062620,-52.20490337746048,0.011279697882717463,-0.010799663459181374,C097
13062620,13062520,-23.390848228115487,0.011728058150511169,0.00017247095529882017,C097
13062520,13062420,-5.395906217490051,0.011870145965065871,0.0019744271477000197,C097
13062420,13062320,50.39583103067798,0.0117173910148357,0.012185107672330275,C097
13062320,11090102,-32.403423569488154,0.011256982696347706,-0.012876167610961886,C097
11090102,13062320,32.403423569488154,0.011256982696347706,-0.0023895024127824627,C097
13062320,13062420,-50.39583103067798,0.0117173910148357,0.006110731665003755,C097
13062420,13062520,5.395906217490051,0.011870145965065871,-0.013551371680971869,C097
13062520,13062620,23.390848228115487,0.011728058150511169,0.010981438278598432,C097
13062620,13062721,52.20490337746048,0.011279697882717463,-0.008511161393492728,C097
13062721,13062822,154.79825869301138,0.010484619790885344,0.0004860044596455282,C097
13062822,13062920,-100.799587133644,0.010194914076849818,0.0026628248271833854,C097
13062920,13064021,-124.19585067725359,0.010350498580354472,0.0006946985517259918,C097
13064021,13064320,-27.00049305207682,0.009943589285074429,0.011167905615476315,C097
13064320,13064220,1.797729357421133,0.009892321700074525,-0.022943462581494822,C097
13064220,13064121,-107.99892553935541,0.01026043501317329,0.007787254716433267,C097
13064121,11003021,90.00025337366907,0.010162581636501153,0.005353436384098131,C097
11003021,10119201,19.804984322447012,0.009943680494342829,-0.0020074024057521456,C097
10119201,11002802,-135.00333971248136,0.00953900739998337,-0.03249636311423387,C097
11002802,11019620,-100.80351709571363,0.008445966736276529,0.02375416895434057,C097
11019620,11019721,32.402986394256914,0.00748785085785052,-0.006692848817145602,C097
11019721,11000220,-41.40150594060037,0.006898804938581761,0.0047330911409702026,C097
11000220,11004021,3.590081909775108,0.007650608619901144,0.009603783067607452,C097
11004021,11010420,37.80612006458932,0.009342148018555917,0.009188800801879893,C097
11010420,11010320,-12.596436630644916,0.010285025192014605,-0.008406278579448312,C097
11010320,11010922,16.20601881926825,0.01068017488651557,-0.009947909206154293,C097
11010922,13008320,25.19615417152005,0.010589870835591594,-0.00553107595236213,C097
13008320,13008420,-1.8012778334955328,0.010571875844270866,0.007638005653766156,C097
13008420,13008520,7.200594728855663,0.010506052002206804,0.01939093225263644,C097
13008520,13008420,-7.200594728855663,0.010506052002206804,-0.006983482267433949,C097
13008420,13008320,1.8012778334955328,0.010571875844270866,-0.014034904038488394,C097
13008320,13008220,-3.6033453442325367,0.010612387213203843,0.006814146502668983,C097
13008220,13008123,1.8077863317259357,0.011079720198498707,0.005276801887891924,C097
13008123,13008022,50.39067010420479,0.011464603870188326,-0.013666111615613374,C097
13008022,13008123,-50.39067010420479,0.011464603870188326,-0.015243498949452317,C097
13008123,13008220,-1.8077863317259357,0.011079720198498707,0.017655089237904598,C097
13008220,13013632,48.59974174970898,0.011255817785939003,0.003392940408787126,C097
13013632,13015015,0.002279248179320348,0.011897338880841676,-0.011682131638689607,C097
13015015,13013520,-16.203193276993375,0.012075143935209705,0.01482037006677217,C097
13013520,13008721,37.79717262618419,0.011809472611929757,-0.007749422130110872,C097
13008721,13008622,-59.39794685493217,0.011414052426867015,0.005471531421925135,C097
13008622,13008520,-1.795391252554282,0.010788636750520003,0.0018442767797921533,C097
13008520,13008622,1.795391252554282,0.010788636750520003,-4.056032047139446e-05,C097
13008622,13008721,59.39794685493217,0.011414052426867015,0.002078955965032492,C097
13008721,13013520,-37.79717262618419,0.011809472611929757,-0.001287993840307422,C097
13013520,13015015,16.203193276993375,0.012075143935209705,-0.003795235698547117,C097
13015015,13013632,-0.002279248179320348,0.011897338880841676,0.004487427075081554,C097
13013632,13008220,-48.59974174970898,0.011255817785939003,-0.011780282424780353,C097
13008220,13008320,3.6033453442325367,0.010612387213203843,0.0057310936422134695,C097
13008320,11010922,-25.19615417152005,0.010589870835591594,-0.01070004454750162,C097
11010922,10100200,5.40869356501446,0.011662439127060505,0.010813529527320398,C097
10100200,11010922,-5.40869356501446,0.011662439127060505,0.01645545088905198,C097
11010922,11010320,-16.20601881926825,0.01068017488651557,-0.009106820335507138,C097
11010320,11010420,12.596436630644916,0.010285025192014605,-0.010876329648750627,C097
11010420,11004021,-37.80612006458932,0.009342148018555917,-0.00048122011004636533,C097
11004021,11000220,-3.590081909775108,0.007650608619901144,0.0043501749029473125,C097
11000220,11010124,-5.390588032984169,0.0076338006242574145,0.01429237793908733,C097
11010124,11010223,-7.210650767114771,0.009267370371445401,-0.01935606991614769,C097
11010223,11010520,52.21062892719726,0.010100085465532623,0.015875670968924283,C097
11010520,13008520,35.99186510276962,0.010321340196088494,-0.012358844980830952,C097
13008520,11010520,-35.99186510276962,0.010321340196088494,0.01973141635099296,C097
11010520,11010223,-52.21062892719726,0.010100085465532623,0.007969184473104463,C097
11010223,11010124,7.210650767114771,0.009267370371445401,-0.013617937027013305,C097
11010124,11000220,5.390588032984169,0.0076338006242574145,-0.008635274661646264,C097
11000220,11001020,-26.999983894123602,0.007444291745421637,-0.010130316916335147,C097
11001020,11002400,26.99759246914857,0.008746165575111268,0.0070614402640352125,C097
11002400,11001020,-26.99759246914857,0.008746165575111268,-0.016252143059919177,C097
11001020,11017520,3.5945251289398357,0.009165848021481258,0.008900420979179646,C097
11017520,13060420,48.60339548732759,0.01043940442216786,0.00481971955340299,C097
13060420,12017626,109.79086080505556,0.011185996926516438,0.012309673546482713,C097
12017626,12000525,-19.79915073880005,0.011521464991913801,-0.03331377567816318,C097
12000525,12021420,-17.9946846090117,0.011878301885496463,0.0190706422829372,C097
12021420,13060526,-21.599244526846746,0.012234215470656656,0.006793975928150786,C097
13060526,13060620,-8.997532410841472,0.01219446874172518,-0.00648175239746962,C097
13060620,13060720,12.594031553027264,0.01175835892899315,0.0035642126191604007,C097
13060720,13008520,-3.5909615648587305,0.010875062786947253,0.013903951248292579,C097
13008520,13060720,3.5909615648587305,0.010875062786947253,0.016095342165312942,C097
13060720,13060620,-12.594031553027264,0.01175835892899315,0.0019361732409439725,C097
13060620,13060526,8.997532410841472,0.01219446874172518,-0.008297605269675046,C097
13060526,12021420,21.599244526846746,0.012234215470656656,0.02229694204369892,C097
12021420,12000525,17.9946846090117,0.011878301885496463,-0.0253875858499093,C097
12000525,12013025,1.8020191331208935,0.012004283864667953,0.0032989872594906267,C097
12013025,12012820,-35.997548619739064,0.012556661015312526,-0.003543694348017823,C097
12012820,12012721,18.000361279047524,0.01269638888209362,0.009765481701151657,C097
12012721,13008821,28.79870371716936,0.012497463814714943,0.0007071778497440562,C097
13008821,13008721,9.001411039356356,0.011940360425203151,-0.002482503586310969,C097
13008721,13008821,-9.001411039356356,0.011940360425203151,-0.0190322136599832,C097
13008821,12012721,-28.79870371716936,0.012497463814714943,0.017868242214785113,C097
12012721,12012820,-18.000361279047524,0.01269638888209362,-0.010862802530290594,C097
12012820,12013025,35.997548619739064,0.012556661015312526,0.0026148128522507363,C097
12013025,12000525,-1.8020191331208935,0.012004283864667953,-0.013774568736350412,C097
12000525,12017626,19.79915073880005,0.011521464991913801,0.006005612699510721,C097
12017626,13060420,-109.79086080505556,0.011185996926516438,0.014015972432417811,C097
13060420,11017520,-48.60339548732759,0.01043940442216786,-0.0022549049165050405,C097
11017520,11001020,-3.5945251289398357,0.009165848021481258,0.005389174365850291,C097
11001020,11000220,26.999983894123602,0.007444291745421637,-0.011098483603422693,C097
11000220,11019721,41.40150594060037,0.006898804938581761,-4.916576173741305e-05,C098
11019721,11090100,44.99608646579895,0.00833011991374962,-0.00053036924123262,C098
11090100,11090101,28.800889541347203,0.009580796437706868,-0.011383121562122511,C098
11090101,11020220,116.99621092770298,0.01020070827402734,0.0008073267131010198,C098
11020220,11090102,43.20506377299398,0.010709942069842505,0.00264555981743797,C098
11090102,11020220,-43.20506377299398,0.010709942069842505,0.0023467932178604656,C098
11020220,11090101,-116.99621092770298,0.01020070827402734,-0.00542855417154442,C098
11090101,11090100,-28.800889541347203,0.009580796437706868,0.0017688875223811351,C098
11090100,11090101,28.800889541347203,0.009580796437706868,0.000879697120360845,C098
11090101,11020220,116.99621092770298,0.01020070827402734,-0.009402721738183573,C098
11020220,11090102,43.20506377299398,0.010709942069842505,0.0024038161735973063,C098
11090102,11020220,-43.20506377299398,0.010709942069842505,0.0003876935338524845,C098
11020220,11090101,-116.99621092770298,0.01020070827402734,-0.0010931801236324645,C098
