P1,P2,DC,Err
98052200,98052100,75.6012589491954,0.012957394930050183
13064021,13062920,124.1966747091368,0.012036033536049368
13060620,13060720,12.595027731173275,0.01331551456344086
12000525,12013025,1.8058894502752878,0.013598162396342955
13072402,13072600,95.39530000679741,0.007906429179883776
12013025,12012820,-35.99919034163457,0.01426948813388301
13064220,13064320,-1.793541603472761,0.01118849045719769
11019120,11002400,10.800770988386716,0.010369990896228023
11002802,10119201,135.00632389586053,0.010646251205475452
13008420,13008520,7.204127628037554,0.011849292499131728
13072701,13072801,37.7989927083874,0.010588781333826755
13062822,13062721,-154.8001671290337,0.012393634744326453
13072200,13072301,41.3994232343791,0.017417628782678028
13008821,13008721,9.005075788410693,0.013569496189592535
13090400,15024600,-89.99514402561444,0.01330336468976662
11019721,11019620,-32.404612191304636,0.008030182824137236
98052600,98052200,345.5971678300508,0.012907714586075543
11004021,11010420,37.80727795668611,0.010336404911003027
14080123,14080220,25.19113939077674,0.016004340024453913
13060320,13060220,-133.21181182610502,0.013263990654944444
13064422,13064320,-14.392058256817165,0.010611205842390418
13008622,13008520,-1.7947641130768375,0.012181180348840508
13060720,13008520,-3.5909912816173346,0.012271293800343433
98051500,10114700,-55.80659675078295,0.014253166625768383
10114700,13064920,5.412749803441912,0.013599688695437522
13060220,13008022,-118.79531849989644,0.013444556512696819
11019620,11002521,-28.79853676007633,0.009196871283694319
11002521,11019120,9.000394913102696,0.01034569386148127
11000220,11019721,41.40286732981326,0.007246910346686955
11000220,11004021,3.5899365626893314,0.008201043609652224
98052100,13062822,-63.000403008098516,0.01235544378628562
13062822,98001200,-134.99747279139316,0.012377800952128225
13062920,13062822,100.80065017076134,0.012033886530403158
11003820,11019721,45.00678971241712,0.008811859528261455
12021420,13060526,-21.60228694368567,0.013867648545199085
11010223,11010520,52.21425172919953,0.011288704269436102
13062420,13062320,50.397286637084505,0.013455862493570801
12012820,12012721,18.004953983252335,0.014444352750401675
13062320,11090102,-32.4063560095081,0.012837236710810591
11090101,11020220,116.99763474016635,0.01148548096313845
11001020,11002400,27.00153649589447,0.009602607720348
11001020,11017520,3.595878813865397,0.010115259676709794
98052300,98052600,-307.7953709233842,0.012677768024581948
13064720,13051600,-336.60088453757743,0.011786676754210936
13051600,98052300,307.7991048007082,0.012316452197701685
13051600,13064920,349.2041809455062,0.012604171006971712
98001200,98000600,-72.00762085793147,0.013061980728586699
13062721,13062620,-52.20634552262567,0.013204701984606094
98000600,13060320,84.60597351310872,0.013169429724610625
13072100,13072200,-19.804202421353637,0.01570455945550304
13064422,13064524,-18.00243725895257,0.01164712496887256
13064422,13064620,14.401396551614994,0.010255959716530764
13064422,13064720,216.00482934442232,0.011003802361375827
98000700,14023401,-59.4142961094129,0.014251880565596606
98050800,98051500,43.19914672865081,0.014616859618130022
13008220,13008123,1.8057411742678369,0.012703235234742956
12017626,12000525,-19.80710665826348,0.013004552494803473
12000525,12021420,-17.98512447158913,0.013439248157399395
11010420,11010320,-12.597353193162462,0.011519291793726827
11010320,11010922,16.204731458135598,0.012034742247736483
13015015,13013520,-16.199227351084346,0.013766250169374064
13062520,13062420,-5.393087551490169,0.013714008839562862
11018621,11003420,117.00612941757203,0.013371787559586264
10119201,11003021,-19.803062248722654,0.011174588581232199
11017520,13060420,48.605943881722965,0.011675507013965868
98052500,98000700,-5.402980876988181,0.013966061754148442
13072402,10107200,5.383902137927009,0.010410476605648157
98000201,98050800,77.39774515964093,0.014703661109868536
13064524,13072100,106.21031728124402,0.01381563822045725
11010124,11010223,-7.210552745159134,0.010239467711237347
13013520,13008721,37.79648108606182,0.013431180654945453
11003320,11003221,-41.40607990152802,0.012820603703027426
13064320,13064021,27.00043583223561,0.011359776869492782
13008320,13008220,-3.602388744202756,0.012059075850099932
13008220,13013632,48.603714557459796,0.012845079087135546
11010922,13008320,25.196225403226777,0.011970457138147117
13062620,13062520,-23.393756314374343,0.013632381836497186
11018920,11018621,-5.406175558653956,0.01303648769230882
13013632,13015015,-0.0008675645926246034,0.013578108042979436
13072003,13072001,5.398557470700325,0.014868271672693494
14023401,13072003,-25.192165800746494,0.014102250375416306
11019620,10100100,7.209106683726873,0.009765773372855084
11003221,11003021,39.602865592545754,0.011874732072549014
11003021,13064121,-90.00172335212665,0.011472549969815502
98052600,98052500,439.21102009599633,0.013225010149023367
13008123,13008022,50.39209965116095,0.013262865423662482
11000220,11003902,8.991471843456225,0.008057756538204593
11000220,11019620,8.998255138508625,0.007483462305930358
11000220,11010124,-5.3844659531505386,0.008177380282899207
11000220,11001020,-27.000652215972764,0.007945219442782276
13072801,13090400,30.60021802155741,0.012182923966454656
11004120,11003820,3.6025453885996512,0.009921652419130605
13072301,13090000,27.003805283663695,0.018987241668681466
13064620,13072402,43.206460369990396,0.009572163594726683
13060526,13060620,-8.99679048971899,0.013826361772021317
12012721,13008821,28.795502557093414,0.01421845624456612
11019620,11002802,100.80322668777933,0.009261557055388921
11090100,11090101,28.8039023790962,0.010701608365881144
14034101,14034100,5.402139958967126,0.01694333727223114
11003420,11003320,36.00462690147987,0.013302738568229179
13064121,13064220,107.99528150105857,0.011616151281158225
